complaint_id,issue_id,submission_date,unit_type,space_type,urgency,major_category,minor_category,issue_code
6984434,14590164,8/10/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6984434,14590165,8/10/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6984434,14590166,8/10/2018,APARTMENT,PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984434,14590167,8/10/2018,APARTMENT,BATHROOM,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6984434,14590168,8/10/2018,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,DIRTY OR UNSANITARY
6984434,14590169,8/10/2018,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984434,14590170,8/10/2018,APARTMENT,PRIVATE HALL,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984434,14590171,8/10/2018,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984434,14590172,8/10/2018,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984435,14590173,2/9/2020,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6984436,14590174,11/21/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984441,14590188,9/19/2019,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,HEAT ON IN SUMMER
6984442,14590189,6/17/2018,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984444,14590191,12/23/2017,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984446,14590193,11/9/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984447,14590194,4/27/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6984449,14590198,9/30/2019,APARTMENT,OTHER ROOM/AREA,EMERGENCY,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING
6984449,14590199,9/30/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6984449,14590200,9/30/2019,APARTMENT,BATHROOM,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6984449,14590201,9/30/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6984449,14590202,9/30/2019,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6984457,14590219,3/12/2020,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984457,14590220,3/12/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984457,14590221,3/12/2020,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6984457,14590222,3/12/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984458,14590223,8/23/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6984461,14590247,8/29/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984465,14590251,3/16/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6984465,14590252,3/16/2017,APARTMENT,OTHER ROOM/AREA,NON EMERGENCY,FLOORING/STAIRS,FLOOR,TILE BROKEN OR MISSING
6984465,14590253,3/16/2017,APARTMENT,BEDROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,LOCK BROKEN OR MISSING
6984465,14590254,3/16/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984465,14590255,3/16/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984465,14590256,3/16/2017,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984465,14590257,3/16/2017,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984465,14590258,3/16/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6984465,14590259,3/16/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984465,14590260,3/16/2017,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,BOWL CRACKED OR LEAKING
6984468,14590263,4/26/2017,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984474,14590273,6/24/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,FLOOR COVERING TORN OR MISSING
6984474,14590274,6/24/2018,APARTMENT,BATHROOM,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6984477,14590280,3/21/2017,BUILDING,BUILDING-WIDE,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6984479,14590286,1/23/2018,APARTMENT,BATHROOM,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6984488,14590308,9/13/2018,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984489,14590314,12/26/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984489,14590315,12/26/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,FLIES
6984489,14590316,12/26/2019,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6984517,14590442,1/5/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6984517,14590443,1/5/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6984518,14590449,4/12/2018,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984518,14590450,4/12/2018,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6984521,14590461,2/9/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984522,14590462,6/17/2018,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,MAILBOX,BOX BROKEN OR MISSING
6984523,14590463,8/7/2018,APARTMENT,LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984523,14590464,8/7/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984523,14590465,8/7/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984523,14590466,8/7/2018,APARTMENT,LIVING ROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
6984524,14590467,8/4/2020,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984525,14590468,9/20/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6984526,14590469,7/24/2017,PUBLIC AREA,OTHER ROOM/AREA,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984537,14590489,5/11/2019,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984560,14590525,1/9/2020,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,HEAT ON IN SUMMER
6984561,14590526,5/18/2019,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984561,14590527,5/18/2019,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984566,14590532,8/7/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6984567,14590533,11/6/2020,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6984570,14590537,12/17/2018,PUBLIC AREA,LOBBY,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984575,14590543,11/27/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984577,14590545,5/22/2017,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984578,14590546,8/5/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6984581,14590559,3/11/2018,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT
6984582,14590560,11/13/2018,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,MAILBOX,BOX BROKEN OR MISSING
6984583,14590561,1/12/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984584,14590562,7/15/2017,APARTMENT,KITCHEN,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6984584,14590563,7/15/2017,APARTMENT,PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984584,14590564,7/15/2017,APARTMENT,KITCHEN,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984584,14590565,7/15/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6984584,14590566,7/15/2017,APARTMENT,BEDROOM,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6984584,14590567,7/15/2017,APARTMENT,KITCHEN,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6984584,14590568,7/15/2017,APARTMENT,PRIVATE HALL,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6984584,14590569,7/15/2017,APARTMENT,PRIVATE HALL,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6984586,14590571,4/14/2020,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984591,14590580,7/18/2019,BUILDING,BUILDING-WIDE,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6984600,14590602,5/14/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,NO HOT WATER
6984629,14590648,9/10/2019,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984629,14590649,9/10/2019,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984641,14590660,10/30/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING
6984642,14590661,8/31/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,TERMITES
6984647,14590668,11/28/2020,APARTMENT,PRIVATE HALL,EMERGENCY,ELECTRIC,WIRING,EXPOSED
6984647,14590669,11/28/2020,APARTMENT,PRIVATE HALL,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6984647,14590670,11/28/2020,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6984651,14590677,7/5/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984655,14590681,11/18/2020,PUBLIC AREA,YARD,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6984656,14590683,3/12/2020,PUBLIC AREA,OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,MICE
6984656,14590699,3/12/2020,PUBLIC AREA,YARD,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6984659,14590685,5/20/2019,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984665,14590704,7/13/2020,APARTMENT,BATHROOM,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6984665,14590705,7/13/2020,APARTMENT,BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984665,14590706,7/13/2020,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984665,14590707,7/13/2020,APARTMENT,LIVING ROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984665,14590708,7/13/2020,APARTMENT,PRIVATE HALL,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6984665,14590709,7/13/2020,APARTMENT,BEDROOM,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6984665,14590710,7/13/2020,APARTMENT,BATHROOM,EMERGENCY,ELECTRIC,NO LIGHTING,ONE ROOM OR AREA
6984671,14590723,2/20/2020,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984671,14590725,2/20/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984678,14590748,8/26/2017,APARTMENT,PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984688,14590803,1/17/2020,APARTMENT,KITCHEN,EMERGENCY,ELECTRIC,WIRING,EXPOSED
6984688,14590804,1/17/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,ELECTRIC,POWER OUTAGE,MULTIPLE ROOMS OR AREAS
6984688,14590805,1/17/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,ROACHES
6984688,14590806,1/17/2020,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984688,14590807,1/17/2020,APARTMENT,KITCHEN,NON EMERGENCY,ELECTRIC,LIGHTING,FIXTURE MISSING/HANGING/LOOSE
6984688,14590808,1/17/2020,APARTMENT,PRIVATE HALL,EMERGENCY,ELECTRIC,WIRING,EXPOSED
6984688,14590809,1/17/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984688,14590810,1/17/2020,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,PIPE LEAKING
6984690,14590818,3/9/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,PILOT LIGHT OUT
6984690,14590821,3/9/2019,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,BROKEN DOOR SEAL
6984692,14590824,9/10/2020,APARTMENT,KITCHEN,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984692,14590825,9/10/2020,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6984692,14590826,9/10/2020,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,TILE BROKEN OR MISSING
6984692,14590827,9/10/2020,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6984692,14590828,9/10/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984692,14590829,9/10/2020,APARTMENT,KITCHEN,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6984693,14590830,5/31/2017,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,BROKEN OR MISSING
6984694,14590831,10/25/2019,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984694,14590832,10/25/2019,APARTMENT,LIVING ROOM,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6984694,14590833,10/25/2019,APARTMENT,KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984694,14590834,10/25/2019,APARTMENT,BEDROOM,NON EMERGENCY,ELECTRIC,LIGHTING,DIMS OR FLICKERS
6984695,14590835,6/1/2019,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984696,14590838,2/14/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,BULGING/HOLE/CRACKED
6984696,14590840,2/14/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OTHER
6984696,14590841,2/14/2020,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING
6984696,14590843,2/14/2020,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,WATER LEAK,SLOW LEAK,AT WALL OR CEILING
6984696,14590844,2/14/2020,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6984697,14590839,2/5/2018,APARTMENT,ENTRANCE/FOYER,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE
6984701,14590858,1/24/2020,APARTMENT,LIVING ROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984701,14590861,1/24/2020,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984701,14590862,1/24/2020,APARTMENT,BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984701,14590863,1/24/2020,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,TOILET,FLUSH HANDLE BROKEN OR MISSING
6984701,14590864,1/24/2020,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN
6984701,14590865,1/24/2020,APARTMENT,BATHROOM,EMERGENCY,ELECTRIC,LIGHTING,FIXTURE WET OR FLOODED
6984701,14590866,1/24/2020,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984701,14590876,1/24/2020,APARTMENT,PRIVATE HALL,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6984704,14590867,2/26/2018,APARTMENT,BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,LEAKING INTO OTHER APARTMENT
6984704,14590868,2/26/2018,APARTMENT,BATHROOM,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6984704,14590869,2/26/2018,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6984707,14590875,7/6/2020,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984711,14590884,11/21/2020,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6984711,14590885,11/21/2020,PUBLIC AREA,HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION
6984725,14590916,6/17/2017,APARTMENT,LIVING ROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984725,14590917,6/17/2017,APARTMENT,BATHROOM,NON EMERGENCY,GENERAL,VENTILATION SYSTEM,BROKEN OR MISSING
6984725,14590918,6/17/2017,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,VENTILATION SYSTEM,BROKEN OR MISSING
6984725,14590919,6/17/2017,APARTMENT,LIVING ROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6984725,14590920,6/17/2017,APARTMENT,KITCHEN,EMERGENCY,FLOORING/STAIRS,FLOOR,SAGGING OR SLOPING
6984725,14590921,6/17/2017,APARTMENT,KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984725,14590922,6/17/2017,APARTMENT,BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984725,14590923,6/17/2017,APARTMENT,LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984725,14590924,6/17/2017,APARTMENT,KITCHEN,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING
6984726,14590925,8/27/2019,APARTMENT,KITCHEN,NON EMERGENCY,GENERAL,CABINET,DAMAGED OR MISSING
6984730,14590935,12/25/2018,PUBLIC AREA,LOBBY,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984730,14590936,12/25/2018,PUBLIC AREA,STOOP,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,MISSING OR INADEQUATE CANS/LID
6984730,14590937,12/25/2018,PUBLIC AREA,BUILDING ENTRANCE,NON EMERGENCY,GENERAL,MAILBOX,BOX BROKEN OR MISSING
6984731,14590938,9/7/2020,BUILDING,BUILDING-WIDE,EMERGENCY,GENERAL,COOKING GAS,SHUT-OFF
6984731,14590939,9/7/2020,BUILDING,BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER
6984739,14590966,7/3/2020,BUILDING,BUILDING-WIDE,EMERGENCY,PLUMBING,WATER SUPPLY,NO HOT WATER
6984742,14590974,5/8/2020,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6984742,14590975,5/8/2020,APARTMENT,KITCHEN,NON EMERGENCY,PLUMBING,WATER SUPPLY,LOW WATER PRESSURE
6984745,14590980,3/9/2018,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984746,14590981,3/11/2017,APARTMENT,BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,N/A
6984746,14590982,3/11/2017,APARTMENT,LIVING ROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,BROKEN OR DEFECTIVE
6984746,14590983,3/11/2017,APARTMENT,KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,PILOT LIGHT OUT
6984746,14590984,3/11/2017,APARTMENT,ENTIRE APARTMENT,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6984746,14590985,3/11/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CHIPPED OR RUSTED
6984746,14590986,3/11/2017,APARTMENT,BATHROOM,NON EMERGENCY,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING
6984746,14590987,3/11/2017,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,RADIATOR,CRACKED OR LEAKING
6984746,14590988,3/11/2017,APARTMENT,LIVING ROOM,EMERGENCY,PLUMBING,RADIATOR,CRACKED OR LEAKING
6984746,14590989,3/11/2017,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984746,14590990,3/11/2017,APARTMENT,LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6984754,14591013,1/10/2018,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984756,14591015,7/22/2019,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984756,14591016,7/22/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,SMOKE DETECTOR,BROKEN OR MISSING
6984756,14591017,7/22/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,CHILD UNDER 11
6984756,14591018,7/22/2019,APARTMENT,BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6984756,14591019,7/22/2019,APARTMENT,BATHROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN
6984756,14591020,7/22/2019,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984762,14591034,12/25/2019,APARTMENT,OTHER ROOM/AREA,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984762,14591035,12/25/2019,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984762,14591036,12/25/2019,APARTMENT,KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING
6984762,14591037,12/25/2019,APARTMENT,BATHROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CHIPPED/PEELING/FLAKING
6984763,14591038,6/28/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,PLUMBING,WATER SUPPLY,NO WATER
6984763,14591047,6/28/2019,APARTMENT,ENTIRE APARTMENT,IMMEDIATE EMERGENCY,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT
6984763,14591048,6/28/2019,APARTMENT,ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,BED BUGS
6984763,14591049,6/28/2019,APARTMENT,ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,BROKEN OR MISSING
6984763,14591050,6/28/2019,APARTMENT,KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,BASIN BROKEN/LEAKING
6984763,14591051,6/28/2019,APARTMENT,BATHROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,GLASS BROKEN OR MISSING
6984770,14591063,4/23/2020,APARTMENT,BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,HOLE OR CRACKED
6984770,14591064,4/23/2020,APARTMENT,BEDROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,FROM WALL OR CEILING
